color,number,comment
#FF33B6,S1254,Deep Pink
#F30A4C,S1255,Blossem Pink Dark
#FF0673,S1256,Fuschia
#09CFF5,S1257,Turquoise
#0AE5F4,S1258,Medium Turquoise
#FCD480,S1259,Glow
#F79E18,S1260,Tangerine medium
#FEF9E1,S1261,Ivory White
#F5F64B,S1262,Lemon
#A7CAFE,S1263,LT Bright Blue
#1E7CFA,S1264,Bright Blue
#1A21D0,S1265,clWhite
#184B7B,S1266,Royal Blue
#465295,S1267,Purple
#1E1E36,S1268,Dark Purple
#EBBBC9,S1269,Shell
#F5AACD,S1270,Pale Pink
#E8A6CC,S1271,Medium Pink
#E878AD,S1272,Floral Pink
#E47AA2,S1273,Floral Pink
#F3535D,S1274,Fluo Pink
#BD2F3E,S1275,Burgundy
#CB3E84,S1276,Dark Pink
#C84673,S1277,Pink Rapture
#CB2760,S1278,Fuchsia
#971D41,S1279,Brandy
#8C193D,S1280,Perfect Ruby
#AA2A6C,S1281,Dark Pink
#BF503F,S1282,Emberglow
#A84B45,S1283,Terra Cotta
#BD1755,S1284,Dark Pink
#9A445F,S1285,Burgundy
#992669,S1286,Dark Red
#863A61,S1287,Medium Purple
#8F2B47,S1288,Cabernet
#781524,S1289,Cherokee Red
#6F1814,S1290,Brown Red
#E1A078,S1291,Bamboo
#B08C72,S1292,Tawny Birch
#C07E68,S1293,Canyon Clay
#7B3628,S1294,Dark Brown
#60242E,S1295,Deep Claret
#693625,S1296,Ginger Bread
#7B4032,S1297,Mushroom
#792730,S1298,Red Rust
#7C4024,S1299,Dark Brown
#70411C,S1300,Light Copper Brown
#5C3919,S1301,Fudge
#56361F,S1302,Taupe Very Dark
#623519,S1303,Redwood
#693B2B,S1304,Dark Brown
#572318,S1305,Fudge Dark
#622A21,S1306,Tan
#4C2B1B,S1307,Chocolate
#3A2C2B,S1308,Deep Mahogany
#482B25,S1309,Dark Brown
#D4E0EF,S1310,Pale Baby Blue
#C4D5E7,S1311,Cadet Blue
#8DA0B2,S1312,Lt. Smokey Blue
#395376,S1313,Dark Blue
#22445D,S1314,Dragon Fly
#38486C,S1315,Ash
#415272,S1316,Dusty Navy
#4D5A70,S1317,True Blue
#43506C,S1318,Ash
#60242F,S1319,Deep Claret
#693626,S1320,Ginger Bread
#797075,S1321,Storm Gray
#776B75,S1322,Purple Sage
#534F5E,S1323,Graystone
#402D33,S1324,Shark
#3A2D2D,S1325,Deep Mahogany
#E9CEEB,S1326,Light Pink
#DBB5D1,S1327,Delicate Mauve
#E29AD7,S1328,Mid Lilac
#CD71B9,S1329,Medium Pink
#886BBB,S1330,Mauve
#9A5AC9,S1331,Amethyst
#B046AF,S1332,DK Orchid
#780955,S1333,Dark Purple
#A493CA,S1334,Violet Tulip
#4C2775,S1335,Purple Accent
#59184D,S1336,Sugar Beet
#580C4A,S1337,Sugar Beet
#D6FA4D,S1338,Fluo Yellow /  Green
#BAFC19,S1339,Olive Green Light
#51FF83,S1340,Green
#0BBC26,S1341,Kelly
#C2D0BF,S1342,Light Green
#808067,S1343,Aloe
#907363,S1344,Coconut
#B5C07B,S1345,Nile
#7E8E2B,S1346,Swamp Green
#768727,S1347,Seagrass
#607E31,S1348,Avocado Green medium
#565B1C,S1349,Dark Green / Yellow
#444420,S1350,Avocado
#2E5B35,S1351,Olive Green
#035AC8,S1352,Colonial Blue
#1F34B9,S1353,Dark Smurf Blue
#F9E8BA,S1354,Almond Oil
#FCEE13,S1355,Yellow
#B6AFBF,S1356,Thistle
#F9D3F1,S1357,Pale Pink
#F690C0,S1358,Medium Pink
#F6589D,S1359,Rose
#C00805,S1360,Red Berry
#970105,S1361,Terra Cotta
#BC3512,S1362,Firecracker
#9D8E97,S1363,Light Brown
#51FF82,S1364,Green
#8D7372,S1365,Twilight Mauve
#56606C,S1366,Grey
#36333D,S1367,Coal Black
#A36FE9,S1368,Jacaranda
#5C2B6A,S1369,Dark Purple
#061986,S1370,Empire Blue
#B81523,S1371,Foxy Red
#C36CB1,S1372,Medium Pink
#C687A6,S1373,Smoky Grape
#7F2C4C,S1374,Wine
#8FA228,S1375,MD Lime
#F3E0A5,S1376,Glow
#907843,S1377,Pale Brown
#F2CAA1,S1378,Coast Point
#572420,S1379,Henna
#B67449,S1380,Raw Sienna
#E2C746,S1381,Mimosa
#B3B2C0,S1382,Grey
#0BBFF3,S1383,Turquoise Medium Bright
#FBF6BD,S1384,Mellow Yellow
