color,number,comment
#787643,P172,Medium Green / Yellow
#2C4815,P173,Blue Spruce
#998E92,P174,Silver Rose
#9B9A7B,P175,Grey Khaki
#7A7C95,P176,Purple Dusk
#7B7A80,P177,Cool Grey
#28241B,P178,Black
#FAF4F6,P181,White
#F5EEDC,P182,Ecru Very Light
#F1DFB1,P183,Lemonade
#F4E8D2,P184,Nude Gold
#DCB894,P185,Pale Peach
#A18651,P186,Fall Leaf
#C4952D,P187,Old Gold
#FFAD27,P188,Manila
#F0943F,P189,Marigold
#EB8845,P190,Apricot
#E67839,P191,Coral Rose
#F3AFC6,P192,Carnatio
#EDB8D4,P193,Sugar Pink
#D7304E,P194,Teaberry
#E0BFEE,P195,Light Tulip
#76243A,P196,Red Jubilee
#8DA3F6,P197,Medium Blue
#81A7E8,P198,Medium Blue
#668CCD,P199,Med. Periwinkle
#143CAD,P200,Royal Blue
#1435A8,P201,Blue Ink
#1B3691,P202,Dark Blue
#11103A,P203,Navy Blue
#27274B,P204,Blueberry Blue
#C0FAFC,P205,Pillow Blue
#948F71,P206,Medium Green / Grey
#0B5E42,P207,Dark Green
#1B7456,P208,Green Forest
#035B67,P209,Dark Green / Yellow
#EDE9E0,P210,Lily White
#C2B4A9,P211,Light Brown
#C3B9B7,P212,Lilac Gray
#73686C,P213,Charcoal
#8B7A80,P214,Gray Ridge
#807674,P215,Suede
#545766,P216,Gull
#FDAF27,P219,Manila
#A4964D,P221,Golden Tan
#995B12,P224,Mocha Dark
#F098B0,P227,Medium Pink
#AC4F84,P229,Dahlia Mauve
#B93B60,P230,Dark Pink
#BC1669,P232,Dk. Rose
#F6B17A,P233,Peach
#DC7272,P234,Shell Pink
#E2D0BC,P239,Light Orange
#461B24,P241,Dark Oak
#58333A,P242,Dark Sepia
#BA2C2B,P243,Dark Rust
#660516,P244,Brown
#51010C,P246,Dark Chocolate
#6F85D8,P247,Jay Blue
#4D67C8,P248,Royal Blue
#5164CB,P249,Marine Blue
#FE8BAA,P250,Azalea
#3569CF,P253,Dolphin Blue
#254DBE,P254,Jamie Blue
#1F327F,P255,Royal Blue
#2A3666,P256,Navy Blue
#C080E0,P260,Pansy Purple
#B166CD,P261,Amethyst
#8B3BC0,P262,Amethyst
#6E71BE,P263,Violet
#BAC8AF,P265,Palm Leaf
#9EEEE3,P266,Aqua
#7DD0F8,P270,Chicory
#2983C2,P271,Sapphire
#BBEFAD,P272,Pale Green
#27A09B,P274,Nile Blue
#64CDC9,P275,Light Blue / Green
#5DC6C2,P276,Aquamarine
#39B2AD,P277,Grizzly Turquoise
#3FB8D3,P278,Aquarius
#148B78,P279,Green / Blue
#829776,P282,Yellow Green / Medium
#4B6F32,P284,Dark Leaf Green
#69B752,P285,Apple Green
#26917D,P287,Jade
#718E7A,P288,Cloudy Jade
#177D70,P289,Jade Green
#0F443C,P290,Shaded Spruce
#00352D,P291,Beau Geste
#114F3A,P292,Dark Green
